question,choices,subject,answer
ایک آاسوٹوپ تیار ہونے کے بعد تین آدھی زندگی،,آاسوٹوپ کا 25٪ باقی ہے۔|آاسوٹوپ کا 25 فیصد سڑ گیا۔|آاسوٹوپ کا 12.5% ​​باقی ہے۔|آاسوٹوپ کا 12.5 فیصد سڑ گیا۔,high_school_chemistry,2
"یہ سوال درج ذیل معلومات کا حوالہ دیتا ہے۔
سب سے پہلے ہمیں یہ بتانا چاہیے کہ برہمانڈ شکل میں کروی ہے، جزوی طور پر اس لیے کہ یہ شکل ایک مکمل مکمل ہے جس میں کسی جوڑ کی ضرورت نہیں ہے، سب سے زیادہ مکمل ہے، جزوی طور پر اس لیے کہ یہ سب سے زیادہ گنجائش والی شکل بناتا ہے، جو ہر چیز کو رکھنے اور محفوظ رکھنے کے لیے بہترین ہے۔ یا پھر اس لیے کہ کائنات کے تمام اجزاء یعنی سورج، چاند اور سیارے اسی شکل میں ظاہر ہوتے ہیں۔ یا اس لیے کہ ہر چیز اس شکل کو حاصل کرنے کی کوشش کرتی ہے، جیسا کہ پانی کے قطروں اور دیگر سیال اجسام کے معاملے میں ظاہر ہوتا ہے اگر وہ خود کو متعین کرنے کی کوشش کرتے ہیں۔ تو کوئی شک نہیں کرے گا کہ یہ شکل آسمانی جسموں کی ہے۔ …
یہ کہ زمین بھی کروی ہے اس لیے سوال سے باہر ہے، کیونکہ یہ اپنے مرکز پر ہر طرف سے دباتی ہے۔ اگرچہ پہاڑوں کی بلندی اور وادیوں کے نشیب و فراز کی وجہ سے ایک کامل دائرہ نہیں سمجھا جا سکتا، پھر بھی یہ زمین کی عمومی کروی نوعیت کو متاثر نہیں کرتا۔ …
جیسا کہ پہلے ہی دکھایا جا چکا ہے کہ زمین ایک کرہ کی شکل رکھتی ہے، ہمیں غور کرنا چاہیے کہ کیا کوئی حرکت بھی اس شکل کے ساتھ ملتی ہے، اور زمین کائنات میں کیا مقام رکھتی ہے۔ … یقیناً مصنفین کی اکثریت اس بات پر متفق ہے کہ زمین کائنات کے مرکز میں ساکن ہے، اور اس کے برعکس قیاس کرنا ناقابل فہم اور مضحکہ خیز سمجھتے ہیں۔ لیکن اگر اس معاملے کو غور سے دیکھا جائے تو معلوم ہوگا کہ یہ سوال ابھی طے نہیں ہوا ہے اس لیے اسے کسی بھی طرح ہلکا نہیں سمجھا جائے گا۔ جگہ کی ہر تبدیلی جس کا مشاہدہ کیا جاتا ہے، یعنی مشاہدہ شدہ چیز یا مشاہدہ کرنے والے کی حرکت یا دونوں کی حرکت کی وجہ سے ہے۔ … اب یہ زمین سے ہے کہ آسمانوں کا انقلاب دیکھا جاتا ہے اور یہ ہماری آنکھوں کے لیے پیدا ہوتا ہے۔ لہٰذا اگر زمین کوئی حرکت نہیں کرتی ہے تو یہ حرکت زمین سے باہر کی ہر چیز میں ہونی چاہیے، لیکن اس کے برعکس کہ زمین کی ہر چیز حرکت کرتی ہے، اور اس قسم کا روزانہ انقلاب ہے۔ تو یہ پوری کائنات پر اثر انداز ہوتا ہے، یعنی زمین سے باہر کی ہر چیز کو چھوڑ کر زمین ہی کے۔ البتہ اگر کوئی یہ تسلیم کرے کہ یہ حرکت آسمانوں کے لیے مخصوص نہیں تھی بلکہ یہ کہ زمین مغرب سے مشرق کی طرف گھومتی ہے اور اگر اس بات کو سورج، چاند اور ستاروں کے ظاہری طلوع و غروب کے حوالے سے غور سے دیکھا جائے تو۔ پتہ چل جائے گا کہ اصل صورت حال یہی تھی۔""
نکولس کوپرنیکس، دی ریوولیوشنز آف دی ہیوینلی باڈیز، 1543
حوالے سے، کوئی یہ دلیل دے سکتا ہے کہ کوپرنیکس وہاں کام کر رہا تھا۔",ارسطو کی روایت|قدرتی جادو کی روایت|مشکوک روایت|افلاطونی/ پائیتھاگورین روایت,high_school_european_history,2
"یہ سوال درج ذیل معلومات کا حوالہ دیتا ہے۔
درج ذیل یادداشت پڑھیں۔
اس نے نہ صرف یہ توقع کی کہ تمام امتیازی افراد عدالت میں مسلسل حاضری دیں گے، بلکہ اس نے کمتر درجے کے لوگوں کی عدم موجودگی کو فوری طور پر محسوس کیا تھا۔ اپنے لیور پر، اس کے تختوں پر، اس کے کھانے پر، ورسائی کے باغات میں (وہ واحد جگہ جہاں درباریوں کو عام طور پر اس کے پیچھے جانے کی اجازت تھی)، وہ دائیں بائیں نظریں ڈالتا تھا۔ کچھ بھی اس سے بچ نہیں سکا[؛] اس نے سب کو دیکھا۔ اگر کوئی عادی طور پر عدالت میں رہتا ہے تو وہ خود کو غیر حاضر کرتا ہے اس نے وجہ جاننے پر اصرار کیا۔ جو لوگ وہاں صرف فلائینگ وزٹ کے لیے آئے تھے انہیں بھی تسلی بخش وضاحت کرنی پڑی۔ کوئی بھی جو شاذ و نادر ہی یا کبھی وہاں نظر نہیں آتا تھا اس کی ناراضگی یقینی تھی۔ اگر ایسے لوگوں پر احسان کرنے کو کہا جاتا تو وہ تکبر سے جواب دیتا: ''میں اسے نہیں جانتا''۔ جیسے کہ وہ شاذ و نادر ہی اپنے آپ کو پیش کرتے ہیں، وہ کہیں گے، ""وہ ایسا آدمی ہے جسے میں نے کبھی نہیں دیکھا""۔ اور ان فیصلوں سے کوئی اپیل نہیں ہوئی۔
لوئس XIV سے بہتر کوئی نہیں سمجھ سکتا تھا کہ کسی احسان کی قدر کو اس کے عطا کرنے کے انداز سے بڑھانا۔ وہ جانتا تھا کہ کس طرح ایک لفظ، ایک مسکراہٹ، یہاں تک کہ ایک نظر کا بھی زیادہ سے زیادہ فائدہ اٹھانا ہے۔
وہ ہر چیز میں شان و شوکت، عظمت اور فراوانی کو پسند کرتا تھا، اور اپنے دربار میں اسی طرح کے ذوق کی حوصلہ افزائی کرتا تھا۔ سازوسامان اور عمارتوں پر، ضیافتوں اور تاشوں پر آزادانہ طور پر پیسہ خرچ کرنا، اس کی حمایت حاصل کرنے کا ایک یقینی طریقہ تھا، شاید اس سے کسی لفظ کا اعزاز حاصل کرنا۔ پالیسی کے محرکات کا اس سے کچھ لینا دینا تھا۔ مہنگی عادات کو فیشن بنا کر، اور ایک خاص عہدے پر فائز لوگوں کے لیے، ایک ضرورت، اس نے اپنے درباریوں کو اپنی آمدنی سے زیادہ زندگی گزارنے پر مجبور کیا، اور دھیرے دھیرے انہیں رزق کے ذرائع کے لیے اپنے فضل پر انحصار کرنے پر مجبور کیا۔
ڈیوک سینٹ سائمن، لوئس XIV کی یادداشتیں اور اس کا دربار اور اس کی ریجنسی، سی۔ 1750
لوئس XIV کو بہت سے قابل مشیروں نے مدد فراہم کی، لیکن مندرجہ ذیل میں سے کس مشیر نے فرانس کو دوبارہ منظم کرنے اور اسے عالمی طاقت بنانے میں مدد کی؟",جین مارٹنیٹ، ان کے چیف ملٹری ایڈوائزر|کارڈینل مزارین، ان کے ریجنٹ اور خارجہ پالیسی کے مشیر|جین بپٹسٹ کولبرٹ، اس کا وزیر خزانہ|برگنڈی کے ڈیوک,high_school_european_history,2
"یہ سوال درج ذیل معلومات کا حوالہ دیتا ہے۔
""اطالوی قوم آخرکار ہمارے اپنے دنوں میں متحد رہی ہے، اور ہم سب اس کے اتحاد میں خوش ہیں، پھر بھی ہمیں یہ شک کرنے کی اجازت دی جا سکتی ہے کہ یہ اتحاد تھوڑا بہت تیز اور تھوڑا بہت مکمل نہیں تھا۔ یہ یقیناً اتحاد کو لے کر جا رہا ہے۔ آزاد وجود کے تمام نشانات کو مٹانے کے لیے، زیادہ تر مقاصد کے لیے، سسلی جیسی سرزمین کے نام کو مٹانے کے لیے، یہ ہمارے جذبات پر جار ہے، جب کہ آئرلینڈ کم از کم اپنے خود مختار کے شاہی انداز کا حصہ ہے۔ ، سسلی اب ایک جغرافیائی اظہار نہیں ہے راجر کا جزیرہ مین لینڈ پر بادشاہی کے سات صوبوں میں ڈوب گیا ہے اور اطالوی اتحاد کا ایک اور نتیجہ ہے جس میں ہم خرابیوں کے بغیر خوش ہوسکتے ہیں۔ اس کے بارے میں کچھ دکھ ہے کہ آخر کار یورپ کی تاریخ کا وہ عظیم مرحلہ ختم ہو گیا جس کے ساتھ ہم ماضی کے ساتھ اس قدر ٹوٹ گئے تھے کہ جب اٹلی کی فوج نے روم کو آزاد کرایا تھا۔ سب سے بڑا وہ وقت تھا جب روم تسلیم شدہ میٹس اور باؤنڈز کے ساتھ ایک تسلط کا مرکز بن گیا، جو کہ ایک مقامی اطالوی بادشاہت کا مختصر حصہ تھا۔ ""روم اٹلی کا دارالحکومت"" ایک ایسا فارمولا تھا جو ہمارے دلوں کو خوش کر سکتا ہے۔ لیکن یہ ایک ایسا فارمولہ تھا جس نے باضابطہ طور پر روم کی ""کومینیکل پوزیشن، ""کومینیکل روایات"" کو ختم کر دیا۔
لیکن اٹلی کی بادشاہی روم کے لیے ایک ضمیمہ نہیں ہے؛ روم سلطنت کا سربراہ ہے۔ سارا اپنے حصے سے بڑا ہے۔ روم، اپنی آزاد مرضی اور اٹلی کی آزاد مرضی سے، اٹلی سے کم تر ہو گیا ہے۔ ایک اطالوی بادشاہت کی رضامند سربراہ بن کر اس نے اپنی شاہی روایات کو باضابطہ طور پر ایک طرف کر دیا ہے کیونکہ جب اسے وحشیانہ طاقت نے فرانسیسی محکمہ کا سربراہ بنا دیا تھا تو انہیں ایک طرف نہیں رکھا گیا تھا۔""
ایڈورڈ اے فری مین، برطانوی مورخ اور سیاست دان، دی چیف پیریڈس آف یورپین ہسٹری، 1885
مصنف کے مطابق، اٹلی کا اپنی تاریخ اور روایات سے تعلق سب سے زیادہ ""مکمل طور پر ٹوٹ گیا"" جب",سسلی نے ایک آزاد مملکت بننا چھوڑ دیا۔|اطالویوں نے روم کو آزاد کرایا۔|روم ایک فرانسیسی محکمہ کا سربراہ بن گیا۔|فرانسیسی فوجوں نے روم کو فرانکو-پرشین جنگ میں لڑنے کے لیے چھوڑ دیا۔,high_school_european_history,3
"یہ سوال درج ذیل معلومات کا حوالہ دیتا ہے۔
اب تک کے تمام موجودہ معاشروں کی تاریخ طبقاتی جدوجہد کی تاریخ ہے۔ … جدید بورژوا سماج جو جاگیردارانہ سماج کے کھنڈرات سے پھوٹ پڑا ہے اس نے طبقاتی مخاصمتوں کو ختم نہیں کیا۔ اس نے پرانے طبقوں کی جگہ نئے طبقات، جبر کے نئے حالات، جدوجہد کی نئی شکلیں قائم کی ہیں۔ ہمارا عہد، بورژوازی کا دور، تاہم، یہ مخصوص خصوصیت رکھتا ہے: اس نے طبقاتی دشمنیوں کو آسان بنا دیا ہے۔ مجموعی طور پر معاشرہ زیادہ سے زیادہ دو عظیم دشمن کیمپوں میں تقسیم ہوتا جا رہا ہے، دو عظیم طبقوں میں، ایک دوسرے کا براہ راست سامنا: بورژوا اور پرولتاریہ۔
کارل مارکس اور فریڈرک اینگلز، دی کمیونسٹ مینی فیسٹو، 1848
کمیونسٹ مینی فیسٹو کو جدید یورپی سوچ کے کس انداز کے اثر و رسوخ کی ایک مثال کے طور پر سمجھا جا سکتا ہے؟",آکسفورڈ موومنٹ|مادیت پرستی اور معاشی استحکام|ہیگلی آئیڈیلزم|سکاٹش روشن خیالی کی عقلیت پسندی۔,high_school_european_history,1
"یہ سوال درج ذیل معلومات کا حوالہ دیتا ہے۔
درج ذیل یادداشت پڑھیں۔
اس نے نہ صرف یہ توقع کی کہ تمام امتیازی افراد عدالت میں مسلسل حاضری دیں گے، بلکہ اس نے کمتر درجے کے لوگوں کی عدم موجودگی کو فوری طور پر محسوس کیا تھا۔ اپنے لیور پر، اس کے تختوں پر، اس کے کھانے پر، ورسائی کے باغات میں (وہ واحد جگہ جہاں درباریوں کو عام طور پر اس کے پیچھے جانے کی اجازت تھی)، وہ دائیں بائیں نظریں ڈالتا تھا۔ کچھ بھی اس سے بچ نہیں سکا[؛] اس نے سب کو دیکھا۔ اگر کوئی عادی طور پر عدالت میں رہتا ہے تو وہ خود کو غیر حاضر کرتا ہے اس نے وجہ جاننے پر اصرار کیا۔ جو لوگ وہاں صرف فلائینگ وزٹ کے لیے آئے تھے انہیں بھی تسلی بخش وضاحت کرنی پڑی۔ کوئی بھی جو شاذ و نادر ہی یا کبھی وہاں نظر نہیں آتا تھا اس کی ناراضگی یقینی تھی۔ اگر ایسے لوگوں پر احسان کرنے کو کہا جاتا تو وہ تکبر سے جواب دیتا: ''میں اسے نہیں جانتا''۔ جیسے کہ وہ شاذ و نادر ہی اپنے آپ کو پیش کرتے ہیں، وہ کہیں گے، ""وہ ایسا آدمی ہے جسے میں نے کبھی نہیں دیکھا""۔ اور ان فیصلوں سے کوئی اپیل نہیں ہوئی۔
لوئس XIV سے بہتر کوئی نہیں سمجھ سکتا تھا کہ کسی احسان کی قدر کو اس کے عطا کرنے کے انداز سے بڑھانا۔ وہ جانتا تھا کہ کس طرح ایک لفظ، ایک مسکراہٹ، یہاں تک کہ ایک نظر کا بھی زیادہ سے زیادہ فائدہ اٹھانا ہے۔
وہ ہر چیز میں شان و شوکت، عظمت اور فراوانی کو پسند کرتا تھا، اور اپنے دربار میں اسی طرح کے ذوق کی حوصلہ افزائی کرتا تھا۔ سازوسامان اور عمارتوں پر، ضیافتوں اور تاشوں پر آزادانہ طور پر پیسہ خرچ کرنا، اس کی حمایت حاصل کرنے کا ایک یقینی طریقہ تھا، شاید اس سے کسی لفظ کا اعزاز حاصل کرنا۔ پالیسی کے محرکات کا اس سے کچھ لینا دینا تھا۔ مہنگی عادات کو فیشن بنا کر، اور ایک خاص عہدے پر فائز لوگوں کے لیے، ایک ضرورت، اس نے اپنے درباریوں کو اپنی آمدنی سے زیادہ زندگی گزارنے پر مجبور کیا، اور دھیرے دھیرے انہیں رزق کے ذرائع کے لیے اپنے فضل پر انحصار کرنے پر مجبور کیا۔
ڈیوک سینٹ سائمن، لوئس XIV کی یادداشتیں اور اس کا دربار اور اس کی ریجنسی، سی۔ 1750
مندرجہ ذیل میں سے کون سی بادشاہ لوئس XIV کی حکمرانی کی سب سے بڑی کمزوری اور پشیمانی تھی؟",شرافت کے اس کے تسلط نے اسے دوستوں اور اتحادیوں کے بغیر چھوڑ دیا۔|وہ تقریبات اور نمود و نمائش سے اس قدر وابستہ تھا کہ اس نے اپنے ملک پر اچھی طرح حکومت نہیں کی۔|اس نے اپنی سلطنت کا انتظام پیشہ ور بیوروکریٹس پر چھوڑ دیا جنہیں انٹینڈنٹ کہا جاتا ہے۔|وہ اپنے دور حکومت کا 2/3 حصہ جنگ میں رہا اور اس نے دوسری بڑی طاقتوں کو اپنے خلاف متحد کیا۔,high_school_european_history,3
"یہ سوال درج ذیل معلومات کا حوالہ دیتا ہے۔
""جرمن ریخ کی حکومت اور سوویت سوشلسٹ جمہوریہ کی یونین کی حکومت جرمنی اور U.S.S.R کے درمیان امن کے مقصد کو مضبوط بنانے کی خواہشمند ہے، اور جرمنی اور U.S.S.R کے درمیان اپریل 1926 میں طے پانے والے غیر جانبداری کے معاہدے کی بنیادی شقوں سے آگے بڑھ رہی ہے۔ مندرجہ ذیل معاہدے پر پہنچ گئے ہیں:
آرٹیکل I۔ دونوں اعلی معاہدہ کرنے والے فریق خود کو کسی بھی تشدد، کسی بھی جارحانہ اقدام، اور ایک دوسرے پر کسی بھی حملے سے باز رہنے کے پابند ہیں، انفرادی طور پر یا دوسری طاقتوں کے ساتھ مشترکہ طور پر۔
آرٹیکل II اگر اعلیٰ معاہدہ کرنے والے فریقوں میں سے ایک تیسری طاقت کی طرف سے جنگی کارروائی کا مقصد بن جائے تو، دوسری اعلیٰ معاہدہ کرنے والی پارٹی کسی بھی طرح سے اس تیسری طاقت کی حمایت نہیں کرے گی۔
آرٹیکل III۔ دونوں اعلیٰ معاہدہ کرنے والی جماعتوں کی حکومتیں مستقبل میں اپنے مشترکہ مفادات کو متاثر کرنے والے مسائل کے بارے میں معلومات کا تبادلہ کرنے کے لیے مشاورت کے مقصد سے ایک دوسرے کے ساتھ مسلسل رابطہ برقرار رکھیں گی۔
آرٹیکل IV۔ اگر اعلی معاہدہ کرنے والی جماعتوں کے درمیان تنازعات یا تنازعات پیدا ہوتے ہیں تو وہ طاقتوں کی کسی بھی گروپ بندی میں حصہ لیں گے جو بھی براہ راست یا بالواسطہ طور پر دوسرے فریق کے لیے ہو۔
آرٹیکل V. اگر اعلیٰ معاہدہ کرنے والے فریقوں کے درمیان کسی ایک قسم کے مسائل پر تنازعات یا تنازعات پیدا ہوتے ہیں، تو دونوں فریق ان تنازعات یا تنازعات کو خصوصی طور پر دوستانہ رائے کے تبادلے یا، اگر ضروری ہو تو، ثالثی کمیشن کے قیام کے ذریعے حل کریں گے۔""
Molotov-Ribbentrop Pact، 1939
متن میں بیان کردہ معاہدے کی طرح ہے۔",ٹرپل انٹینٹ (1907)|سائکس-پکوٹ معاہدہ (1916)|بعد کا معاہدہ (1929)|میونخ معاہدہ (1938),high_school_european_history,0
"یہ سوال درج ذیل معلومات کا حوالہ دیتا ہے۔
سوالات کے جوابات کے لیے درج ذیل شعر پڑھیں۔
سفید آدمی کا بوجھ اٹھاؤ-
اپنی بہترین نسل کو بھیجیں-
جاؤ اپنے بیٹوں کو جلاوطنی کا پابند کرو
اپنے اسیروں کی ضرورت کو پورا کرنے کے لیے؛
بھاری ہارنس میں انتظار کرنے کے لئے،
پھڑپھڑاتے لوک اور جنگلی پر -
آپ کے نئے پکڑے گئے، اداس لوگ،
آدھا شیطان اور آدھا بچہ۔
...
سفید آدمی کا بوجھ اٹھاؤ-
امن کی وحشی جنگیں-
قحط کا منہ بھر دو
اور بیماری کو ختم کرنے کو کہو۔
اور جب آپ کا مقصد قریب ترین ہو۔
دوسروں کے لیے آخر کی کوشش کی…
کاہلی اور غیرت مند حماقت دیکھیں
اپنی تمام امیدوں کو خاک میں ملا دیں۔
روڈیارڈ کپلنگ، دی وائٹ مینز برڈن، 1899
اس نظم کی بنیاد پر، برطانوی سامراجی مشن کے بارے میں کپلنگ کے تصور کا خلاصہ اس طرح کیا جا سکتا ہے۔",ایک مشکل لیکن ضروری کام|طاقت کا ایک بے رحم ورزش|ایک شاندار، مذہبی ذمہ داری|ایک ناامید کام جس کا کوئی مقصد نہیں ہے۔,high_school_european_history,0
"یہ سوال درج ذیل معلومات کا حوالہ دیتا ہے۔
""یورپ کو ایک تماشہ ستا رہا ہے - کمیونزم کا تماشہ۔ پرانے یورپ کی تمام طاقتیں اس تماشے کو ختم کرنے کے لیے ایک مقدس اتحاد میں شامل ہو چکی ہیں؛ پوپ اور زار، میٹرنیچ اور گیزوٹ، فرانسیسی بنیاد پرست اور جرمن پولیس کے جاسوس۔
اس حقیقت سے دو باتیں نکلتی ہیں۔
I. کمیونزم کو تمام یورپی طاقتیں پہلے ہی اپنے آپ میں ایک طاقت تسلیم کر چکی ہیں۔
II اب وقت آگیا ہے کہ کمیونسٹ کھلے عام، پوری دنیا کے سامنے، اپنے خیالات، اپنے مقاصد، اپنے رجحانات کو شائع کریں، اور کمیونزم کے سپیکٹر کی اس نرسری کہانی کو پارٹی کے ہی منشور کے ساتھ پورا کریں۔""
کارل مارکس اور فریڈرک اینگلز، دی کمیونسٹ مینی فیسٹو، 1848
1917 تک اس پمفلٹ کا کون سا خیال روس میں حقیقت بن چکا تھا؟",غیر ملکی اتحاد میں الجھنے سے گریز|پرولتاریہ کی طرف سے بورژوا کا پُرتشدد تختہ الٹنا|ایک طاقتور روسی پارلیمنٹ کا قیام|سرکاری اسکولوں میں تمام بچوں کے لیے مفت تعلیم کو اپنانا,high_school_european_history,1
"یہ سوال درج ذیل معلومات کا حوالہ دیتا ہے۔
اب تک کے تمام موجودہ معاشروں کی تاریخ طبقاتی جدوجہد کی تاریخ ہے۔ … جدید بورژوا سماج جو جاگیردارانہ سماج کے کھنڈرات سے پھوٹ پڑا ہے اس نے طبقاتی مخاصمتوں کو ختم نہیں کیا۔ اس نے پرانے طبقوں کی جگہ نئے طبقات، جبر کے نئے حالات، جدوجہد کی نئی شکلیں قائم کی ہیں۔ ہمارا عہد، بورژوازی کا دور، تاہم، یہ مخصوص خصوصیت رکھتا ہے: اس نے طبقاتی دشمنیوں کو آسان بنا دیا ہے۔ مجموعی طور پر معاشرہ زیادہ سے زیادہ دو عظیم دشمن کیمپوں میں تقسیم ہوتا جا رہا ہے، دو عظیم طبقوں میں، ایک دوسرے کا براہ راست سامنا: بورژوا اور پرولتاریہ۔
کارل مارکس اور فریڈرک اینگلز، دی کمیونسٹ مینی فیسٹو، 1848
تاریخ کے بارے میں مارکس اور اینگلز کے نظریہ کا پیروکار یہ دلیل دے گا کہ بورژوازی اور پرولتاریہ طبقات کے درمیان ہمہ گیر جنگ",ایک تباہ کن ترقی جس سے فلسفے کے مطالعہ سے بچا جا سکتا ہے۔|ایک ایسا امکان جس کی حوصلہ افزائی کی جانی چاہئے تاکہ ترقی کو فروغ دیا جاسکے|بنیادی معاشی تبدیلی کا ناگزیر نتیجہ|تاریخ اپنے آپ کو دہرانے کی ایک مثال,high_school_european_history,2
"یہ سوال درج ذیل معلومات کا حوالہ دیتا ہے۔
ذیل میں دستاویزات پڑھیں۔
ماخذ 1
اگر پھر مشینوں کے استعمال سے، روئی کی تیاری، ایک آرٹیکل جسے ہم درآمد کرتے ہیں، اور دوسرے ممالک سے فراہم کیا جاتا ہے، اور جو ہر جگہ مساوی شرائط پر خریدا جا سکتا ہے، اتنی حیرت انگیز کامیابی سے ہمکنار ہو گیا ہے، تو اس سے زیادہ فائدہ معقول نہیں ہو سکتا۔ اون کی تیاری، ہمارے اپنے جزیرے کی پیداوار، تمام ممالک میں ایک آرٹیکل ان ڈیمانڈ، بنی نوع انسان کے تقریباً عالمگیر لباس کی کاشت سے توقع؟
وولنز کی تیاری میں، اسکرائبلنگ مل، اسپننگ فریم، اور فلائی شٹل نے دستی مشقت کو تقریباً ایک تہائی کم کر دیا ہے، اور ان میں سے ہر ایک نے اپنے پہلے تعارف میں کام کرنے والے لوگوں کے لیے ایک الارم پہنچایا، پھر بھی ہر ایک نے آگے بڑھنے میں اپنا حصہ ڈالا ہے۔ اجرت اور تجارت کو بڑھانا، تاکہ اگر اب ہمیں ان کے استعمال سے محروم کرنے کی کوشش کی گئی تو کوئی شک نہیں، لیکن کاروبار سے وابستہ ہر شخص ان کے دفاع کے لیے پوری کوشش کرے گا۔
لیڈز کے کلاتھ مرچنٹس کا بیان، 1791
ماخذ 2
آؤ، اعلیٰ شہرت کے فصلی لڑکے،
جو بھوری رنگ کی اچھی شراب پینا پسند کرتے ہیں،
اور ہر ایک متکبر ظالم کو مار ڈالو
ہیچیٹ، پائیک، اور بندوق کے ساتھ!
اوہ، فصلی لڑکے میرے لیے،
میرے لیے بہادر لڑکے،
جو ہوس بھرے جھٹکے سے،
قینچ کے فریم ٹوٹ گئے،
فصلی لڑکے میرے لیے!
اگرچہ خصوصی ابھی بھی آگے بڑھ رہے ہیں،
اور سپاہی رات کو ہمارے اردگرد پرنس کرتے ہیں۔
فصل کاٹنے والے لڑکے اب بھی رقص کی قیادت کرتے ہیں،
ہیچیٹ، پائیک، اور بندوق کے ساتھ!
اوہ، فصلی لڑکے میرے لیے،
میرے لیے بہادر لڑکے،
جس نے ہوس کا نشانہ بنایا
قینچ کے فریم ٹوٹ گئے،
فصلی لڑکے میرے لیے!
-لڈائٹ گانا، دی کرپر کا گانا، سی۔ 1812
مندرجہ ذیل میں سے کون شکایات پر حکومتی رد عمل کو بہتر طور پر بیان کرتا ہے جیسا کہ 1850 سے پہلے سورس 2 میں دیکھا گیا تھا؟",حکومتوں نے 1850 سے پہلے صنعت کاری کے مسائل کو حل کرنے کے لیے بہت کم کام کیا۔|اصلاحاتی تحریکوں کے نتیجے میں کام کے اوقات اور عمروں اور کارکنوں کی جنس پر ضابطے بنائے گئے۔|بہتے ہوئے پانی اور گٹروں پر عمل درآمد انگلینڈ میں شروع ہوا تھا۔|حکومت نے قومی صحت کی دیکھ بھال کا نظام بنایا۔,high_school_european_history,1
"یہ سوال درج ذیل معلومات کا حوالہ دیتا ہے۔
آخر کار مجھے ایسا لگتا ہے کہ میں سمجھ گیا ہوں کہ انسان تمام مخلوقات میں سب سے زیادہ خوش قسمت اور نتیجتاً تمام تعریفوں کا مستحق کیوں ہے۔ … باقی تمام مخلوقات کی فطرت محدود ہے۔ … تصور! خدا کی عظیم سخاوت! انسان کی خوشی! انسان کو اس کی اجازت ہے کہ وہ جو بھی بننا چاہے!
پیکو ڈیلا میرانڈولا، انسان کی عظمت پر تقریر، 1486
حوالہ سے، کوئی اندازہ لگا سکتا ہے کہ پیکو کا خیال تھا کہ بنی نوع انسان منفرد ہے کیونکہ",انسانوں کی ایک روح ہے|انسان جانتے ہیں کہ وہ مر جائیں گے۔|انسانوں کا جنت میں جانا ممکن ہے۔|انسان کی صلاحیت لامحدود ہے۔,high_school_european_history,3
"یہ سوال درج ذیل معلومات کا حوالہ دیتا ہے۔
""علمی ارسطو کے لیے افلاطون کا متبادل بازنطینی اسکالرشپ کے ساتھ رابطے کے ذریعے تیز کیا گیا تھا۔ پہلے ہی کونسل آف فریرا (1438) میں، جس نے برائے نام طور پر مشرقی اور مغربی کلیسیاؤں کو دوبارہ ملایا، ایک بحث ہوئی جس میں بازنطینیوں نے افلاطون کی برتری کو برقرار رکھا۔ ارسطو اور لورینزو ڈی میڈیکی دونوں افلاطون کے عادی تھے؛ کوسیمو نے فلورنٹائن اکیڈمی کو جاری رکھا، جو کہ زیادہ تر افلاطون کے مطالعہ کے لیے وقف تھی، تاہم، اس وقت کے انسان قدیم کے علم کو حاصل کرنے میں بہت مصروف تھے۔ قیمتی چیز پیدا کرنے کے لیے۔""
برٹرینڈ رسل، برطانوی فلسفی، مغربی فلسفہ کی تاریخ، 1946
برٹرینڈ رسل کے بیان کردہ ثقافتی پھیلاؤ نے سب سے زیادہ براہ راست کس متن کی ساخت کو متاثر کیا؟",انسان کی عظمت پر تقریر|ڈیکیمرون|کرسچن نائٹ کی ہینڈ بک|یوٹوپیا,high_school_european_history,0
