question,choices,subject,answer
نیش توازن میں،,سپلائی وکر ڈیمانڈ وکر کو کاٹتا ہے۔|کسی بھی فریق کو اپنی حکمت عملی سے ہٹنے کی ترغیب نہیں ہے۔|معمولی آمدنی کا منحنی خطوط لاگت کے منحنی خطوط کو کاٹتا ہے۔|توازن غیر مستحکم ہے اور ہر فریق حکمت عملی کو تبدیل کرنا چاہے گا۔,high_school_microeconomics,1
الیکٹرک ڈوپول 4.0 nC کی شدت کے برابر لیکن مخالف پوائنٹ چارجز کے جوڑے پر مشتمل ہوتا ہے جسے 2.0 سینٹی میٹر کے فاصلے سے الگ کیا جاتا ہے۔ چارجز کے درمیان درمیانی راستے پر برقی میدان کی طاقت کیا ہے؟,0|9.0 × 10^4 N/C|1.8 × 10^5 N/C|7.2 × 10^5 N/C,high_school_physics,3
ایک شخص سردی کے دن گھنٹوں باہر کھڑا رہ سکتا ہے، لیکن ٹھنڈی جھیل میں گرنا منٹوں میں انسان کی جان لے سکتا ہے۔ مندرجہ ذیل میں سے کون سی اس رجحان کی بنیادی وجہ ہے؟,انسان کے مالیکیولز، اوسطاً، ارد گرد کے مالیکیولز سے زیادہ تیزی سے حرکت کرتے ہیں۔|حرارتی توانائی زیادہ ارتکاز والے علاقوں (گرم) سے کم ارتکاز والے علاقوں (سرد) کی طرف جاتی ہے۔|جیسے ہی گرمی انسان سے باہر نکلتی ہے اور اس کے ارد گرد موجود سیال کو گرم کرتی ہے، گرم سیال بڑھ جاتا ہے، جس سے تازہ ٹھنڈا سیال شخص کے رابطے میں آتا ہے اور حرارت کی منتقلی کی شرح میں اضافہ ہوتا ہے۔|پانی میں ہوا کے مقابلے میں فی حجم زیادہ مالیکیول ہوتے ہیں، جس سے انسان کے ساتھ سالماتی رابطہ بڑھتا ہے۔,high_school_physics,3
ایک مائع مختلف قطروں کے سرکلر کراس سیکشن والے پائپ کے ذریعے مستقل بہاؤ کی شرح سے بہتا ہے۔ پائپ میں ایک مقام پر، قطر 2 سینٹی میٹر ہے اور بہاؤ کی رفتار 18 میٹر فی سیکنڈ ہے۔ اس پائپ میں ایک اور مقام پر بہاؤ کی رفتار کیا ہے، جہاں قطر 3 سینٹی میٹر ہے؟,4 میٹر فی سیکنڈ|6 میٹر فی سیکنڈ|8 میٹر فی سیکنڈ|12 میٹر فی سیکنڈ,high_school_physics,2
ایک مثالی سیال رداس Q اور بہاؤ کی رفتار V کے ساتھ پائپ سے بہتا ہے۔ اگر پائپ تین الگ الگ راستوں میں تقسیم ہو جائے، ہر ایک کا رداس (Q/2) ہو، تو ہر ایک راستے سے بہاؤ کی رفتار کیا ہے؟,1/3 وی|2/3 وی|4/3 وی|4V,high_school_physics,2
ایک بہت سست حرکت پذیر پوزیٹرون ایک اسٹیشنری الیکٹران کے ساتھ تعامل کرتا ہے۔ مندرجہ ذیل میں سے کون سا بیان صحیح طور پر اس ردعمل کے ممکنہ نتائج کو بیان کرتا ہے اور یہ کیوں ہوگا؟,کمیت کا تحفظ اس بات کی نشاندہی کرتا ہے کہ اگر رد عمل میں ایک نیا ذرہ پیدا ہوا تو اس کا کل ماس الیکٹران اور پوزیٹرون کے مشترکہ ماس کے برابر ہونا چاہیے۔|چارج کا تحفظ اشارہ کرتا ہے کہ رد عمل میں پیدا ہونے والے تمام نئے ذرات پر کوئی برقی چارج نہیں ہوگا۔|رفتار کا تحفظ اس بات کی نشاندہی کرتا ہے کہ دو ایک جیسی گاما شعاعیں مخالف سمتوں میں حرکت کرتی ہیں۔|توانائی کا تحفظ اس بات کی نشاندہی کرتا ہے کہ اینٹی میٹر پوزیٹرون توانائی میں فنا ہو سکتا ہے، ساکن الیکٹران کو پیچھے چھوڑ کر۔,high_school_physics,2
ایک باکس بغیر سلائیڈنگ کے ایک مائل ہوائی جہاز پر بیٹھا ہے۔ جیسے جیسے ہوائی جہاز کا زاویہ (افقی سے ماپا جاتا ہے) بڑھتا ہے، عام قوت,لکیری طور پر بڑھتا ہے|لکیری طور پر کم ہوتا ہے|تبدیل نہیں ہوتا|غیر لکیری طور پر کم ہوتا ہے,high_school_physics,3
ماس ایم کی ایک چھوٹی ٹوکری ابتدائی طور پر آرام پر ہے۔ یہ 4m بڑے پیمانے پر اور رفتار بمقابلہ ایک بڑی ٹوکری سے لچکدار طریقے سے ٹکراتا ہے۔ بڑی ٹوکری چھوٹی ٹوکری سے اپنی نصف حرکی توانائی کھو دیتی ہے۔ چھوٹی ٹوکری میں اب کی رفتار ہے۔,1.41v|v|2v|4v,high_school_physics,0
ایک سرکٹ ایک بیٹری اور لائٹ بلب پر مشتمل ہوتا ہے۔ سب سے پہلے، سرکٹ منقطع ہے. پھر، سرکٹ منسلک ہے، اور روشنی بلب لائٹس. روشنی کے بلب کو چند لمحوں کے لیے روشن کرنے کے بعد، سرکٹ عناصر پر رہنے والا نیٹ چارج کیسے بدل گیا؟,نیٹ چارج زیادہ مثبت ہو گیا ہے۔|نیٹ چارج زیادہ منفی ہو گیا ہے۔|نیٹ چارج تبدیل نہیں ہوا ہے۔|چاہے نیٹ چارج زیادہ مثبت ہو جائے یا زیادہ منفی اس کا انحصار بلب کے روشن ہونے سے پہلے سرکٹ عناصر پر موجود ابتدائی خالص چارج پر ہوتا ہے۔,high_school_physics,2
اگر چاند اور زمین کے درمیان کشش ثقل کی قوت کو روکنا تھا، تو کون سا بیان چاند کے نتیجے میں ہونے والی حرکت کو بہتر طور پر بیان کرتا ہے؟,یہ اپنے محور پر گھومتا رہے گا، اور یہ معمول کے مطابق زمین کے گرد گھومتا رہے گا۔|یہ اپنے محور پر گھومتا رہے گا، لیکن یہ زمین کے گرد گھومنا بند کر دے گا۔|یہ اپنے محور پر گھومنا بند کر دے گا، لیکن یہ معمول کے مطابق زمین کے گرد گھومے گا۔|یہ اپنے محور پر گھومنا بند کر دے گا، اور یہ زمین کے گرد گھومنا بند کر دے گا۔,high_school_physics,1
ایک شخص لفٹ میں پیمانے پر کھڑا ہے۔ اس نے دیکھا کہ اسکیل ریڈنگ اس کے معمول کے وزن سے کم ہے۔ مندرجہ ذیل میں سے کون ممکنہ طور پر لفٹ کی حرکت کو بیان کر سکتا ہے؟,یہ نیچے کی طرف بڑھ رہا ہے اور سست ہو رہا ہے۔|یہ اوپر کی طرف بڑھ رہا ہے اور سست ہو رہا ہے۔|یہ ایک مستقل رفتار سے اوپر کی طرف بڑھ رہا ہے۔|یہ ایک مستقل رفتار سے نیچے کی طرف بڑھ رہا ہے۔,high_school_physics,1
"ایک وہفل گیند سیدھی اوپر پھینکی جاتی ہے، ایک بلند ترین مقام پر پہنچتی ہے، اور واپس نیچے گرتی ہے۔ ہوا کی مزاحمت نہ ہونے کے برابر نہیں ہے۔ مندرجہ ذیل میں سے کون سے بیانات درست ہیں؟
I. بلند ترین مقام پر گیند کی رفتار صفر ہے۔
II بلند ترین مقام پر گیند کی سرعت صفر ہے۔
III گیند کو نیچے گرنے کے بجائے بلند ترین مقام تک سفر کرنے میں زیادہ وقت لگتا ہے۔",صرف میں|صرف II|صرف I اور II|صرف I اور III,high_school_physics,2
اگر L، M، اور T بالترتیب لمبائی، بڑے پیمانے پر اور وقت کے طول و عرض کو ظاہر کرتے ہیں، تو تسلسل کے طول و عرض کیا ہیں؟,LM/T^3|LM/T^2|LM/T|L^2M/T^2,high_school_physics,2
1.5 × 10^6 m/s کی ابتدائی رفتار سے سفر کرتے ہوئے، ایک پروٹون 1.5 T شدت کے مستقل مقناطیسی میدان کے علاقے میں داخل ہوتا ہے۔ اگر پروٹون کا ابتدائی رفتار ویکٹر مقناطیسی میدان کے ساتھ 30° کا زاویہ بناتا ہے، تو پروٹون کی رفتار کا حساب لگائیں۔ مقناطیسی میدان میں داخل ہونے کے بعد 4 سیکنڈ۔,5.0 × 10^6 m/s|7.5 × 10^6 میٹر فی سیکنڈ|1.5 × 10^6 m/s|3.0 × 10^6 m/s,high_school_physics,2
ایک آدمی لفٹ میں پلیٹ فارم کے پیمانے پر کھڑا ہے۔ لفٹ تیزی سے اوپر کی طرف بڑھ رہی ہے۔ آدمی کے وزن کے ساتھ ایکشن ری ایکشن فورس کا جوڑا کیا ہے؟,آدمی پر لفٹ کیبل کا زور|پیمانے پر آدمی کی طاقت|لفٹ پر لفٹ کیبل کی قوت|زمین پر انسان کی قوت,high_school_physics,3
ایک آئسوتھرمل توسیع کے دوران، ایک محدود مثالی گیس اپنے ارد گرد کے خلاف 150 J کام کرتی ہے۔ مندرجہ ذیل میں سے کون اس عمل کے دوران حرارت کی منتقلی کو بیان کرتا ہے؟,گیس میں 150 J گرمی شامل کی گئی۔|گیس سے 150 J گرمی ہٹا دی گئی۔|گیس میں 300 J حرارت شامل کی گئی۔|گیس سے 300 J گرمی ہٹا دی گئی۔,high_school_physics,0
ایک چیز -1 C کا چارج رکھتی ہے۔ اس میں کتنے اضافی الیکٹران ہوتے ہیں؟,6.25 × 10^18|8.00 × 10^18|1.60 × 10^19|3.20 × 10^19,high_school_physics,0
گٹار کی تار معلوم فریکوئنسی کی آواز کی لہر پیدا کرتی ہے۔ مندرجہ ذیل میں سے کون سا میٹر اسٹک سے آواز کی لہر کی طول موج کی پیمائش کرنے کا صحیح اور عملی طریقہ بیان کرتا ہے؟,درمیان میں گٹار کی تار کو ہلکے سے چھوئیں تاکہ ایک نوڈ بن جائے۔ تار کی لمبائی کی پیمائش کریں؛ یہ طول موج ہے.|گٹار کے تار کی لمبائی کی پیمائش کریں؛ یہ نصف طول موج ہے۔|تار کے قریب رکھے ہوئے پائپ کی لمبائی کو ایڈجسٹ کریں تاکہ گونج سنائی دے سکے۔ لگاتار گونج کے لیے پائپ کی لمبائی کے درمیان فرق کی پیمائش کریں۔ یہ نصف طول موج ہے۔|لہر کے گزرتے وقت چوٹی سے چوٹی کے فاصلے کی پیمائش کریں۔ یہ طول موج ہے.,high_school_physics,2
تصاویر کے بارے میں درج ذیل میں سے کون سا بیان درست ہے؟,مقعر لینز کے ذریعہ تیار کردہ تصاویر ہمیشہ حقیقی ہوتی ہیں۔|مقعر آئینے کے ذریعہ تیار کردہ تصاویر ہمیشہ حقیقی ہوتی ہیں۔|محدب عدسے سے تیار کردہ تصاویر حقیقی اور مجازی دونوں ہو سکتی ہیں۔|محدب آئینے سے تیار کردہ تصاویر حقیقی اور مجازی دونوں ہو سکتی ہیں۔,high_school_physics,2
دکھاوا کریں کہ کسی نے حقیقت میں زمین کے وسط سے دوسری طرف ایک سوراخ کھودنے کا انتظام کیا ہے۔ اگر کسی چیز کو اس سوراخ سے نیچے گرا دیا جائے تو مندرجہ ذیل میں سے کون اس کی حرکت کو بہترین انداز میں بیان کرے گا؟ مثالی حالات فرض کریں اور یہ کہ چیز کو تباہ نہیں کیا جاسکتا۔,یہ زمین کے مرکز میں گرے گا اور وہیں رک جائے گا۔|یہ سوراخ کے ذریعے دوسری طرف گرے گا، مخالف سمت کے کھلنے سے گزرے گا، اور خلا میں اڑ جائے گا۔|یہ غیر معینہ مدت کے لیے ایک کھلے سے دوسرے تک آگے پیچھے گھومتا رہے گا۔|وہ دوسری طرف گرتا اور وہیں رک جاتا۔,high_school_physics,2
ایک افقی سپرنگ بلاک آسکیلیٹر حرکت میں ہوتا ہے جب مساوی ماس کا دوسرا بلاک دوغلی بلاک کے اوپر گرتا ہے۔ اگر دو بلاکس ایک دوسرے کے ساتھ چپکے ہوئے ہیں، تو اس کا دوغلوں کے طول و عرض پر کیا اثر پڑے گا؟,یہ طول و عرض میں اضافہ کرے گا.|یہ طول و عرض کو کم کرے گا.|اس کا کوئی اثر نہیں ہوگا۔|یہ اس بات پر منحصر ہوگا کہ جب دوسرا بلاک گرا تو اصل بلاک اس کے چکر میں کہاں تھا۔,high_school_physics,3
مندرجہ ذیل میں سے کن حالات میں آواز کا ذریعہ اور آواز کا پتہ لگانے والا شامل ہے کیا یہ ممکن ہے کہ کوئی سمجھی ہوئی ڈوپلر شفٹ نہ ہو؟,ذریعہ اسٹیشنری ڈیٹیکٹر کی طرف سفر کرتا ہے۔|ڈیٹیکٹر اسٹیشنری ماخذ کی طرف سفر کرتا ہے۔|ماخذ اور ڈٹیکٹر دونوں ایک ہی سمت میں سفر کرتے ہیں۔|ماخذ اور ڈٹیکٹر دونوں مخالف سمتوں میں سفر کرتے ہیں، ماخذ اور پکڑنے والے ایک دوسرے سے دور ہوتے ہیں۔,high_school_physics,2
ایک ٹھوس پلاسٹک کیوب جس میں یکساں کثافت (سائیڈ کی لمبائی = 0.5 میٹر) ماس 100 کلو ہے اسے سیال کے ایک وٹ میں رکھا جاتا ہے جس کی کثافت 1200 کلوگرام/m^3 ہے۔ کیوب کے حجم کا کون سا حصہ سیال کی سطح کے اوپر تیرتا ہے؟,1.0/9|1.0/3|2.0/3|4.0/5,high_school_physics,1
افقی فرش پر کھڑا شخص دو قوتوں سے کام کرتا ہے: کشش ثقل کی نیچے کی طرف کھینچنا اور فرش کی اوپر کی طرف نارمل قوت۔ یہ دونوں قوتیں۔,مساوی وسعت رکھتے ہیں اور ایک ایکشن ری ایکشن جوڑی بناتے ہیں۔|مساوی وسعت رکھتے ہیں اور ایکشن ری ایکشن جوڑی نہیں بناتے ہیں۔|غیر مساوی طول و عرض رکھتے ہیں اور ایک ایکشن ری ایکشن جوڑی بناتے ہیں۔|غیر مساوی طول و عرض رکھتے ہیں اور ایکشن ری ایکشن جوڑی نہیں بناتے ہیں۔,high_school_physics,1
بڑے پیمانے پر m اور چارج Q اور رفتار V کا ایک ذرہ طاقت E کے یکساں برقی میدان کی طرف ہے اور d کا فاصلہ طے کرتا ہے۔ اگر اصل رفتار کو دوگنا کر دیا جائے اور ماس کو نصف میں کاٹ دیا جائے تو ذرہ کتنی دور تک سفر کرتا ہے؟,4 ڈی|2 ڈی|d|1/2 دن,high_school_physics,1
بڑے پیمانے پر M1 کی ایک چیز نامعلوم کمیت کی ایک ساکن چیز کے ساتھ لکیری، لچکدار ٹکراؤ کا تجربہ کرتی ہے۔ m1 کے علاوہ، کم از کم ضروری معلومات کیا ہے جو آپ کو دوسری شے کی کمیت کا تعین کرنے کی اجازت دے گی؟,آبجیکٹ 1 کی آخری رفتار|آبجیکٹ 1 کی ابتدائی رفتار|آبجیکٹ 2 کی آخری رفتار|مندرجہ بالا اقدار میں سے کوئی بھی 2,high_school_physics,3
فوٹو الیکٹرک اثر کا مطالعہ کرنے کے لیے بنائے گئے ایک تجربے میں، یہ دیکھا گیا ہے کہ طول موج 550 nm کی کم شدت والی نظر آنے والی روشنی نے کوئی فوٹو الیکٹران پیدا نہیں کیا۔ مندرجہ ذیل میں سے کون بہتر بیان کرتا ہے کہ اگر اس روشنی کی شدت میں ڈرامائی طور پر اضافہ کیا جائے تو کیا ہوگا؟,تقریباً فوراً ہی، فوٹو الیکٹران ایک حرکی توانائی کے ساتھ تیار کیے جائیں گے جو واقعہ فوٹونز کی توانائی کے برابر ہے۔|تقریباً فوراً ہی، فوٹو الیکٹران ایک حرکی توانائی کے ساتھ تیار کیے جائیں گے جو دھات کے کام کے فعل کو مائنس کرتے ہوئے واقعے والے فوٹونز کی توانائی کے برابر ہے۔|کئی سیکنڈوں کے بعد، واقعہ کی روشنی سے کافی توانائی جذب کرنے کے لیے الیکٹرانوں کے لیے ضروری ہے، فوٹو الیکٹران ایک حرکی توانائی کے ساتھ تیار کیے جائیں گے جو دھات کے کام کے فعل کو مائنس کر کے واقعے والے فوٹونز کی توانائی کے برابر ہے۔|کچھ نہیں ہوتا۔,high_school_physics,3
مساوی تعدد کی دو سفری لہریں، ایک طول و عرض 4 سینٹی میٹر اور دوسری طول و عرض 6 سینٹی میٹر، ایک ہی میڈیم میں سپر امپوز۔ مندرجہ ذیل میں سے کون سی نتیجہ خیز لہر کی نقل مکانی، D، کو بہتر طور پر بیان کرتا ہے؟,2 سینٹی میٹر ≤ D ≤ 10 سینٹی میٹر|D = 5 سینٹی میٹر|D = 10 سینٹی میٹر|10 سینٹی میٹر ≤ D ≤ 12 سینٹی میٹر,high_school_physics,0
تصادم اے میں، دو کاریں آپس میں ٹکراتی ہیں اور ایک دوسرے سے اچھالتی ہیں۔ کولیشن بی میں، ایک گیند ایک سخت چھڑی سے چپک جاتی ہے، جو کمیت کے مشترکہ مرکز کے گرد گھومنا شروع کر دیتی ہے۔ ہر تصادم میں مقدار کے بارے میں درج ذیل میں سے کون سا بیان درست ہے؟,تصادم A: ہر ٹوکری ایک ہی قوت، تصادم کا وقت، اور حرکی توانائی میں تبدیلی کا تجربہ کرتی ہے۔ تصادم B: گیند اور چھڑی ہر ایک کو یکساں ٹارک، تصادم کا وقت، اور گردشی حرکی توانائی میں تبدیلی کا تجربہ ہوتا ہے۔|تصادم A: ہر کارٹ ایک ہی قوت، تصادم کا وقت، اور لکیری رفتار میں تبدیلی کا تجربہ کرتا ہے۔ تصادم B: گیند اور راڈ ہر ایک کو یکساں ٹارک، تصادم کا وقت، اور کونیی رفتار میں تبدیلی کا تجربہ ہوتا ہے۔|تصادم A: ہر ٹوکری ایک ہی قوت، تصادم کا وقت، اور حرکی توانائی میں تبدیلی کا تجربہ کرتی ہے۔ تصادم B: گیند اور راڈ ہر ایک کو یکساں ٹارک، تصادم کا وقت، اور کونیی رفتار میں تبدیلی کا تجربہ ہوتا ہے۔|تصادم A: ہر کارٹ کو ایک ہی قوت، تصادم کا وقت، اور رفتار میں تبدیلی کا تجربہ ہوتا ہے۔ تصادم B: گیند اور راڈ ہر ایک کو یکساں ٹارک، تصادم کا وقت، اور کونیی رفتار میں تبدیلی کا تجربہ ہوتا ہے,high_school_physics,1
2 کلو گرام وزن والی کسی چیز پر تین بیرونی قوتیں عمل کرتی ہیں، جن میں سے ہر ایک کی شدت 4 N ہے۔ مندرجہ ذیل میں سے کون سی چیز کا نتیجہ سرعت نہیں ہو سکتا؟,0 m/s^2|2 m/s^2|4 m/s^2|8 m/s^2,high_school_physics,3
اسپرنگ اسکیلز کا استعمال کسی چیز پر لگائی جانے والی خالص قوت کی پیمائش کے لیے کیا جاتا ہے۔ ایک سونک موشن ڈیٹیکٹر آبجیکٹ کے نتیجے میں ہونے والی ایکسلریشن کی پیمائش کے لیے استعمال کیا جاتا ہے۔ ایک گراف عمودی محور پر خالص قوت اور افقی محور پر سرعت کے ساتھ بنایا گیا ہے۔ مندرجہ ذیل میں سے کون سی مقدار اس گراف کی ڈھلوان کا استعمال کرتے ہوئے براہ راست ناپی جاتی ہے؟,کشش ثقل ماس|وزن|رفتار|Inertial mass,high_school_physics,3
ایک لکڑی کا بلاک ایک رگڑ کی قوت کا تجربہ کرتا ہے، f، جب یہ میز پر پھسلتا ہے۔ اگر آدھی اونچائی اور دوگنا لمبائی کے ساتھ ایک ہی مواد کا ایک بلاک میز پر پھسل جائے تو اس کا تجربہ کیا رگڑ قوت ہوگی؟,(1/2)f|f|2f|4f,high_school_physics,1
ایک شے کو 10 سینٹی میٹر کے فاصلے پر آئینے کے سامنے رکھا جاتا ہے۔ اگر تصویر آئینے کے پیچھے 2 سینٹی میٹر ظاہر ہوتی ہے تو آئینے کی فوکل لمبائی کتنی ہوگی؟,-3/5 سینٹی میٹر|-5/3 سینٹی میٹر|-2/5 سینٹی میٹر|-5/2 سینٹی میٹر,high_school_physics,3
مثبت x سمت میں حرکت کرنے والا جسم t = 0 کے وقت اصل سے گزرتا ہے۔ t = 0 اور t = 1 سیکنڈ کے درمیان، جسم کی رفتار 24 میٹر فی سیکنڈ ہوتی ہے۔ t = 1 سیکنڈ پر، جسم کو منفی x سمت میں 6 میٹر فی سیکنڈ مربع کی مستقل سرعت دی جاتی ہے۔ جسم کی پوزیشن x t = 11 سیکنڈ پر ہے۔,99m|36m|-36m|-99m,high_school_physics,2
کثافت ρ کا ایک سیال افقی پائپ سے نہ ہونے کے برابر viscosity کے ساتھ بہتا ہے۔ بہاؤ کو مسلسل بہاؤ کی شرح کے ساتھ ہموار کیا جاتا ہے۔ پوائنٹ 1 پر پائپ کا قطر d ہے اور بہاؤ کی رفتار V ہے۔ اگر پوائنٹ 2 پر پائپ کا قطر d/3 ہے، تو پوائنٹ 2 پر دباؤ ہے,پوائنٹ 1 پر 4 ρv^2 کے دباؤ سے کم|پوائنٹ 1 پر 40 ρv^2 کے دباؤ سے کم|پوائنٹ 1 پر 4 ρv^2 کے دباؤ سے زیادہ|پوائنٹ 1 پر 40 ρv^2 کے دباؤ سے زیادہ,high_school_physics,1
اسپرنگ بلاک آسکیلیٹر میں، بلاک کی زیادہ سے زیادہ رفتار ہوتی ہے۔,طول و عرض کے متناسب|طول و عرض کے مربع کے متناسب|طول و عرض کے مربع جڑ کے متناسب|طول و عرض کے مربع جڑ کے الٹا متناسب,high_school_physics,0
زمین پر ایک باکس کا وزن 80 N ہے۔ اگر چاند کی کمیت کا 1/80 واں اور زمین کا 1/4 واں رداس ہو تو چاند پر باکس کا وزن کیا ہے؟,1 این|10 این|16 این|20 این,high_school_physics,2
"ایک درسی کتاب کا وزن سطح سمندر پر 30 N ہے۔ زمین کا رداس 6,400 کلومیٹر ہے۔ سطح سمندر سے 6,000 میٹر بلند پہاڑی چوٹی پر نصابی کتاب کے وزن کا درج ذیل میں سے کون سا بہترین تخمینہ ہے؟",60 این|15 این|30 این|7.5 این,high_school_physics,2
مندرجہ ذیل میں سے کون صحیح طور پر آزاد گرنے میں کسی حقیقی چیز کی حرکت کو بیان کرتا ہے؟ فرض کریں کہ آبجیکٹ رفتار کے متناسب ڈریگ فورس کا تجربہ کرتا ہے اور یہ ٹرمینل سپیڈ تک پہنچنے سے پہلے زمین سے ٹکراتی ہے۔,یہ بڑھتی ہوئی رفتار اور بڑھتی ہوئی سرعت کے ساتھ گرے گا۔|یہ بڑھتی ہوئی رفتار اور کم ہوتی سرعت کے ساتھ گرے گا۔|یہ کم ہوتی ہوئی رفتار اور بڑھتی ہوئی سرعت کے ساتھ گرے گا۔|یہ کم ہوتی رفتار اور کم ہوتی سرعت کے ساتھ گرے گا۔,high_school_physics,1
ایک دو محدب لینس میں 20 سینٹی میٹر کی شدت کے گھماؤ کا رداس ہوتا ہے۔ لینس سے 30 سینٹی میٹر کے فاصلے پر 2 سینٹی میٹر اونچائی والی چیز سے بننے والی تصویر کو درج ذیل میں سے کون بہتر بیان کرتا ہے؟,اصلی، الٹا، اونچائی = 1 سینٹی میٹر|ورچوئل، سیدھا، اونچائی = 0.25 سینٹی میٹر|اصلی، سیدھا، اونچائی = 1 سینٹی میٹر|ورچوئل، الٹا، اونچائی = 0.25 سینٹی میٹر,high_school_physics,0
نیٹ چارج کے دو دائرے +5e اور -6e مختصر طور پر رابطے میں آتے ہیں۔ اس کے بعد، مندرجہ ذیل میں سے کون سا دو دائروں کے لیے خالص چارجز کا ممکنہ مجموعہ ہے؟,+3e اور -4e|+1.5e اور -2.5e|مذکورہ بالا دونوں|مندرجہ بالا میں سے کوئی بھی نہیں۔,high_school_physics,0
ہیلیم سے بھرے غبارے کا فریم تین مختلف حالتوں کے لیے ناپا جاتا ہے: کمرے کے درجہ حرارت پر، 30 منٹ تک گرم تندور میں رہنے کے بعد، اور 30 ​​منٹ تک فریزر میں رہنے کے بعد۔ درجہ حرارت T کے ایک فنکشن کے طور پر فریم کیوبڈ C^3 کی منصوبہ بندی کرنے والا طالب علم، مندرجہ ذیل میں سے کس کو تلاش کرنے کی توقع رکھتا ہے؟,C^3 اور T کے درمیان کیوبک رشتہ|C^3 اور T کے درمیان بالواسطہ تعلق|ایک اضافی درجہ حرارت T جہاں C^3 صفر تک پہنچ جاتا ہے۔|زیادہ سے زیادہ C^3 جیسا کہ درجہ حرارت T بڑھتا ہے۔,high_school_physics,2
تیل کے قطرے پر چارج لیبارٹری میں ماپا جاتا ہے۔ مندرجہ ذیل میں سے کون سی پیمائش کے درست ہونے کا بہت زیادہ امکان نہیں کے طور پر مسترد کر دیا جانا چاہیے؟,6.4 × 10^-19 سی|8.0 × 10^-19 سی|4.8 × 10^-19 سی|2.4 × 10^-19 سی,high_school_physics,3
1.5 × 10^6 m/s کی ابتدائی رفتار سے سفر کرتے ہوئے، ایک پروٹون 1.0 T کی شدت کے مستقل مقناطیسی میدان B کے علاقے میں داخل ہوتا ہے۔ اگر پروٹون کا ابتدائی رفتار ویکٹر B کی سمت کے ساتھ 30° کا زاویہ بناتا ہے، مقناطیسی میدان میں داخل ہونے کے بعد پروٹون کی رفتار 4 سیکنڈ کی گنتی کریں۔,5.0 × 10^5 m/s|7.5 × 10^5 m/s|1.5 × 10^6 m/s|3.0 × 10^6 m/s,high_school_physics,2
سرکٹ میں درج ذیل میں سے کون سی تبدیلی ہمیشہ کرنٹ میں اضافہ کرے گی؟,وولٹیج میں اضافہ اور مزاحمت میں اضافہ|وولٹیج میں کمی اور مزاحمت میں کمی|وولٹیج میں اضافہ اور مزاحمت میں کمی|وولٹیج میں کمی اور مزاحمت میں اضافہ,high_school_physics,0
یکساں سرکلر حرکت کے بارے میں درج ذیل میں سے کون سا سچ ہے؟,سینٹری فیوگل فورس سینٹری پیٹل فورس کا ایکشن ری ایکشن جوڑا ہے۔|سینٹری پیٹل ایکسلریشن اور رفتار پوائنٹ ایک ہی سمت میں۔|حرکت میں آبجیکٹ کی رفتار بدل جاتی ہے جبکہ شے کی سرعت مستقل رہتی ہے۔|یکساں سرکلر حرکت سے گزرنے والا ایک سیٹلائٹ گول راستے میں مرکز کی طرف گر رہا ہے۔,high_school_physics,3
یہ معلوم ہے کہ ایک لیب کارٹ t1 = 0.10 s کے وقت 25 cm/s پر مشرق کی طرف بڑھ رہی ہے، اور پھر t2 = 0.20 s پر 15 cm/s مشرق کی طرف بڑھ رہی ہے۔ کیا t1 اور t2 کے درمیان کارٹ پر کام کرنے والی نیٹ فورس کی سمت کا تعین کرنے کے لیے یہ کافی معلومات ہیں؟,ہاں، چونکہ ہم جانتے ہیں کہ کارٹ سست ہو رہی ہے، اس لیے اس کی رفتار کی تبدیلی حرکت کی سمت کے مخالف ہے، اور خالص قوت رفتار کی تبدیلی کی سمت میں ہے۔|نہیں، کیونکہ ہم نہیں جانتے کہ کیا رگڑ یا ہوا کی مزاحمت جیسی قوتیں کارٹ پر کام کر رہی ہیں۔|نہیں، کیونکہ ہم کارٹ کے بڑے پیمانے کو نہیں جانتے۔|ہاں، چونکہ ہم جانتے ہیں کہ ٹوکری مشرق کی طرف حرکت کرتی رہتی ہے، اس لیے خالص قوت حرکت کی سمت میں ہونی چاہیے۔,high_school_physics,0
ایک لفٹ اٹھ رہی ہے۔ اس کو کھینچنے والی کیبلز میں تناؤ کا تعین کرنے کے لیے، آپ کو کون سی اقدار (لفٹ کے لیے) جاننا ہوں گی؟,کمیت، رفتار، اونچائی، اور سرعت|کمیت، رفتار، اور سرعت|کمیت اور رفتار|ماس اور ایکسلریشن,high_school_physics,3
اگر دو غیر صفر ویکٹر ایک ساتھ جوڑے جاتے ہیں، اور نتیجے میں ویکٹر صفر ہوتا ہے، تو دو ویکٹرز کا کیا سچ ہونا چاہیے؟,ان کی وسعت برابر ہے اور ایک ہی سمت میں اشارہ کیا گیا ہے۔|ان کی وسعت مساوی ہے اور مخالف سمتوں میں اشارہ کیا گیا ہے۔|ان کی وسعتیں مختلف ہیں اور ان کی سمت مخالف سمتوں میں ہوتی ہے۔|یہ ممکن نہیں ہے کہ دو غیر صفر ویکٹر کا مجموعہ صفر ہو۔,high_school_physics,1
